perc, mean, std, median, min, max
35, 0.12993640115861413, 0.1310351437423206, 0.09089935499650892, 0.0179207809997024, 0.4327850570116425
36, 1.135756020949645, 1.5140287911801074, 0.30938703499850817, 0.023954021991812624, 4.097043335001217
37, 3.87375383495164, 5.155664355092064, 1.834558296999603, 0.2252851310040569, 17.32605179400707
38, 5.542710317001604, 6.570383721214848, 2.1270113960054005, 0.3798618809960317, 23.87935887099593
39, 6.006776422841971, 5.5935308941476976, 3.8468638460035436, 0.1497852500033332, 20.25897183000052
40, 20.089328051399207, 27.960371802076274, 8.411752420499397, 0.22767199599184096, 98.88699191100022
41, 13.294811397523613, 16.270908817396727, 5.239470727989101, 0.18839393400412519, 48.07174085799488
42, 15.033329078893937, 19.66999170399706, 7.521221732997219, 0.36766682800953276, 80.88701933600532
43, 44.25144262994945, 74.13059478291385, 6.518238490498334, 0.5217503739986569, 232.71203146899643
44, 26.21637193120918, 40.24239598627644, 10.714495881999028, 0.06282896599441301, 149.5596199779975
45, 8.218562294261861, 6.108627211814791, 7.303812975995243, 0.24184906999289524, 22.155365468992386
46, 2.838556377103822, 3.862064356884397, 1.9623324429994682, 0.3739407100074459, 18.119105058009154
47, 31.157238218947896, 102.2082041902801, 2.198040907998802, 0.21894227899610996, 462.89242636499694
48, 4.200345614317676, 3.2273328262189356, 3.135545727011049, 0.31393866099824663, 10.202164208996692
49, 29.60560081629883, 43.43174515842071, 6.527704548003385, 0.24081562599167228, 155.3929716769926
50, 39.13972344152755, 64.41042301569061, 9.157723030002671, 0.09104228799697012, 205.7169487180072
