perc, mean, std, median, min, max
35, 0.0016226740503043403, 0.0004334462645682651, 0.0014003750038682483, 0.0012563040072564036, 0.0027095249970443547
36, 0.00184488769955351, 0.0005117979605406535, 0.0015111034954315983, 0.0013212600024417043, 0.002713540001423098
37, 0.0018560594508016948, 0.0005908700653571387, 0.0014494724964606576, 0.0012850250059273094, 0.0030026349995750934
38, 0.0015787449458577229, 0.0003744519310970786, 0.001364976997138001, 0.0012777749943779781, 0.0022340529976645485
39, 0.002053752548818011, 0.0008711104828370135, 0.0015410134947160259, 0.0013231300108600408, 0.00458858598722145
40, 0.0021628872484143356, 0.0007522205326509973, 0.0021726234917878173, 0.0013440729962894693, 0.0037293970090104267
41, 0.002180925699940417, 0.0007412601843037394, 0.002066745000774972, 0.001266296996618621, 0.0034330540074734017
42, 0.002541604449652368, 0.0008423976868924851, 0.0025245669967262074, 0.0012880889989901334, 0.0037500979960896075
43, 0.002698366697586607, 0.0009053582324507362, 0.002620630999444984, 0.001346723991446197, 0.004397124008391984
44, 0.003021938750316622, 0.0008841266348570275, 0.0031026115102577023, 0.0014078340027481318, 0.004724716010969132
45, 0.0029235375004645903, 0.0008961338747460131, 0.0030179164969013073, 0.0014075840008445084, 0.004752079999889247
46, 0.0032643619990267323, 0.0006549114253395736, 0.003328293991216924, 0.001854568996350281, 0.004015037004137412
47, 0.00336974774763803, 0.0008134208001014682, 0.0034486344957258552, 0.0018177629972342402, 0.005243618987151422
48, 0.0032790682023915, 0.000960975118059043, 0.00323361800838029, 0.0016205080028157681, 0.005624999001156539
49, 0.003678475151536986, 0.0005442397911238948, 0.003623755503213033, 0.002821201996994205, 0.005099240006529726
50, 0.003581185552320676, 0.0007057472841965014, 0.003658693502075039, 0.0014795830065850168, 0.004762470998684876
