perc, mean, std, median, min, max
35, 0.0014071684234199654, 0.0004345677327337906, 0.0012025360047118738, 0.0009876750118564814, 0.0025357690028613433
36, 0.0014294218002760318, 0.0004098867137205568, 0.0012485395054682158, 0.0010215750080533326, 0.0024453490041196346
37, 0.0017880714527564122, 0.000732096411184827, 0.001319311500992626, 0.0011108500038972124, 0.0035032490122830495
38, 0.0014504198508802802, 0.00039870006900680796, 0.0011867300054291263, 0.0011012749891960993, 0.0023562729911645874
39, 0.0019958466495154426, 0.0009953072293780536, 0.0013711174979107454, 0.0010968700080411509, 0.004857321007875726
40, 0.002009482849825872, 0.0007380474937344303, 0.001938291999977082, 0.0011724759970093146, 0.0036262880021240562
41, 0.002022155750455568, 0.0007064909060079841, 0.0021006499955547042, 0.0011333140137139708, 0.003299353993497789
42, 0.002309534148662351, 0.000842969883361208, 0.0023300554967136122, 0.0010546839912422001, 0.003632812004070729
43, 0.002459715397708351, 0.00093032554410137, 0.002280512999277562, 0.0011296050070086494, 0.004220271992380731
44, 0.00276509239920415, 0.0008834178124877606, 0.0028016345022479072, 0.0012299630034249276, 0.004478713992284611
45, 0.0027470125976833517, 0.0009239761680710429, 0.00274782699852949, 0.0012329330056672916, 0.004894716999842785
46, 0.0031216833522194065, 0.0007036177321570557, 0.003251418500440195, 0.0015874350065132603, 0.0039558530115755275
47, 0.0031733183495816775, 0.0008501571979441791, 0.0031816549962968566, 0.0015958550065988675, 0.005107008997583762
48, 0.00299587494955631, 0.0008893002938843263, 0.0029756974981864914, 0.0013202179979998618, 0.004685768988565542
49, 0.003459776000090642, 0.0004623788101385922, 0.003423417998419609, 0.0025123200030066073, 0.004227505996823311
50, 0.0034938786513521334, 0.0007492668233527242, 0.003637392997916322, 0.0012473120004869998, 0.005024907004553825
