perc, mean, std, median, min, max
35, 0.1330252437895213, 0.13323022398483286, 0.08956700400449336, 0.01616204099263996, 0.43949186100508086
36, 1.1623799735787448, 1.5596100791889205, 0.3125997750030365, 0.02217397399363108, 4.273001765002846
37, 3.939480826450017, 5.236517666416966, 1.8583640139913769, 0.2261775209917687, 17.492636320996098
38, 5.554123982158337, 6.58003426733732, 2.179094373001135, 0.37978036000276916, 23.84269686898915
39, 5.944915551106341, 5.5184963014045465, 3.803644678002456, 0.14679704001173377, 19.938394882992725
40, 20.06530448125195, 27.896571613433967, 8.546711616996618, 0.22997678100364283, 98.72118947100535
41, 13.279835276523954, 16.26481352709559, 5.177961251989473, 0.18601107099675573, 48.24409275400103
42, 15.041914976630084, 19.712263216907544, 7.57604919600999, 0.3747279129893286, 80.98400474200025
43, 44.161287790851205, 73.90958519268743, 6.521267242002068, 0.5176340070029255, 233.12779420398874
44, 26.217031557156588, 40.17855495356433, 10.774323061006726, 0.06099759000062477, 149.27707621800073
45, 8.165661196578233, 6.052809531121065, 7.288570028002141, 0.2390188989957096, 21.96633446299529
46, 2.8372524657882567, 3.856758871143486, 1.9527533649961697, 0.370091881006374, 18.084965597998234
47, 31.39569242320737, 103.15252444820631, 2.1995745369931683, 0.21706987099605612, 467.1381466649909
48, 4.207915090472517, 3.244444416068179, 3.0896237550041405, 0.3170198509906186, 10.259996505992603
49, 29.527320438547758, 43.27831760661036, 6.544431484500819, 0.23987777000002097, 154.58046736598772
50, 39.05010653347601, 64.24151743009674, 9.094968372999574, 0.08946930700039957, 205.13618425100867
