perc, mean, std, median, min, max
35, 0.0035238437507359778, 0.0007608117201594862, 0.0035353889979887754, 0.0023245830088853836, 0.005554075003601611
36, 0.004241413651470793, 0.0013443967599024269, 0.004103550010768231, 0.002635558004840277, 0.007980584996403195
37, 0.003558505148248514, 0.0008177332995046202, 0.0034793644954334013, 0.0023365929955616593, 0.005086814999231137
38, 0.004559422551392345, 0.0012549139753402455, 0.004203560994938016, 0.002596458012703806, 0.006896299004438333
39, 0.00452408509736415, 0.0009975066350607536, 0.00467612699867459, 0.002693992995773442, 0.007116913999198005
40, 0.005685093450301793, 0.0010141400213707847, 0.005743256500863936, 0.003172995988279581, 0.00801889099238906
41, 0.006763163899449864, 0.0013480282973292346, 0.00687342799938051, 0.003987971998867579, 0.010517836999497376
42, 0.007014199597324478, 0.0016417520191603183, 0.006781188494642265, 0.004677981996792369, 0.010696420999011025
43, 0.00695833805075381, 0.0010629642993417222, 0.00656860649905866, 0.0058127969969064, 0.009893837996060029
44, 0.00849334770027781, 0.004012639498189491, 0.007262286002514884, 0.005105999996885657, 0.023605373004102148
45, 0.00849081370033673, 0.003815911189466662, 0.006811725994339213, 0.0062236840021796525, 0.02331743600370828
46, 0.008737464798468864, 0.0032946213868301315, 0.00731282099877717, 0.005672447994584218, 0.018296555004781112
47, 0.01989565549956751, 0.02342716045239191, 0.012105214504117612, 0.005246763990726322, 0.11207884599571116
48, 0.019911255899933165, 0.031835815785358844, 0.008431567999650724, 0.0052442849992075935, 0.14612818400200922
49, 0.009545218099810881, 0.00725269434878893, 0.006793710999772884, 0.004989540000678971, 0.03597995699965395
50, 0.014633267548924777, 0.01731507609794679, 0.00725709849211853, 0.0046629540011053905, 0.07028038299176842
