perc, mean, std, median, min, max
35, 0.008823147148359568, 0.0024529318264262107, 0.008456799499981571, 0.0048398770013591275, 0.013002331994357519
36, 0.010273184998751324, 0.0020483749998514295, 0.010013534993049689, 0.006291750003583729, 0.014329008001368493
37, 0.012428284199268091, 0.0027102802012246153, 0.012275390996364877, 0.005907732003834099, 0.020032860993524082
38, 0.020815897799184312, 0.017592058072802768, 0.014076513492909726, 0.0067435119999572635, 0.0713316629990004
39, 0.03596128263100246, 0.03463689184190309, 0.02013926100335084, 0.011404416000004858, 0.13982999099243898
40, 0.05823356670007342, 0.05333846298281059, 0.036610134498914704, 0.010075169004267082, 0.18585998300113715
41, 0.1235899957889495, 0.1521932491084167, 0.061441062003723346, 0.011389075996703468, 0.6540409890003502
42, 0.2832160471604622, 0.39926938707753384, 0.08598660099960398, 0.0104886540066218, 1.388932054003817
43, 0.43198725820184336, 0.47040547591477805, 0.20750020300329197, 0.02804843199555762, 1.5972486240061698
44, 0.25469359620037724, 0.26385073554418176, 0.1629932879950502, 0.02552356400701683, 1.038530392004759
45, 0.37147422300078786, 0.5464663903038639, 0.25099364400375634, 0.016423792010755278, 2.499441129999468
46, 0.17979435215851194, 0.14697613850205712, 0.15003814999363385, 0.018913474996224977, 0.5499423150031362
47, 0.9234733151036045, 1.478863236977519, 0.4257558829995105, 0.03062437698827125, 6.596620458993129
48, 0.714817958055248, 1.2926991640590337, 0.24608817300759256, 0.011604301005718298, 5.636894462993951
49, 0.6600135629988998, 1.2682709029916115, 0.1666205009969417, 0.013537751001422293, 4.6902213800058234
50, 0.9734321963685368, 1.396347861826783, 0.40511795700876974, 0.01212584700260777, 5.316691419997369
