perc, mean, std, median, min, max
35, 0.009289501550665592, 0.002235434580959749, 0.009144527000898961, 0.005833104994962923, 0.013773604005109519
36, 0.010933219799335347, 0.0024142425548967193, 0.010666971000318881, 0.007248890993651003, 0.018384760987828486
37, 0.012972450249071699, 0.002615158595042537, 0.012814562003768515, 0.006861913992906921, 0.019973692993517034
38, 0.021057618252234532, 0.017310368734814327, 0.014116883496171795, 0.007904516998678446, 0.06936474499525502
39, 0.056101239751296814, 0.09440528309708474, 0.023166671002400108, 0.012191567991976626, 0.44115596399933565
40, 0.058105849948333343, 0.052483711228647166, 0.03705596350482665, 0.010452724003698677, 0.18109023998840712
41, 0.28849104905093553, 0.7309857235047966, 0.07221031499648234, 0.012915985003928654, 3.4093260960071348
42, 0.3721127848009928, 0.5496958699615865, 0.09938354799669469, 0.011375458998372778, 2.0740496100042947
43, 0.42863438529893755, 0.4674339394518423, 0.19930329549242742, 0.02877966099185869, 1.5839521279995097
44, 0.2432095299496723, 0.24997317577811523, 0.15633356849866686, 0.025567667005816475, 0.9822534730046755
45, 0.8033224264509045, 1.9696156979605934, 0.2486885269972845, 0.017281632986851037, 9.06992767500924
46, 0.21085414365006727, 0.2235813738298166, 0.13523849300690927, 0.017655597010161728, 0.969975012994837
47, 1.2121034395975585, 1.963260344110529, 0.46276385599776404, 0.02929200598737225, 7.162901497998973
48, 1.0083495197999581, 1.815418472079201, 0.25648336549056694, 0.01203411299502477, 6.77134488899901
49, 1.1594816110024113, 2.549631653971959, 0.19122289250663016, 0.011377778006135486, 10.919801586001995
50, 2.5120624650990067, 6.976957477487392, 0.46838177050085505, 0.012575968998135068, 32.38201703300001
